CÓDIGO-DO-TRECHO,TRECHO-INÍCIO,TRECHO-FINAL,EXTENSÃO(km),SITUAÇÃO-FÍSICA,TIPO-DE-REVESTIMENTO,TRECHO-COINCIDENTE-DISTRITAL,TRECHO-COINCIDENTE-FEDERAL-SUPERPOSTA,TMD,NOMENCLATURA-ANTERIOR,snv_rodovia,snv_jurisdicao,snv_uf,snv_sequencial,lat_inicio,lon_inicio,lat_fim,lon_fim,lat_meio,lon_meio,extensao_geom_km,tomtom_sucesso,tomtom_currentSpeed,tomtom_freeFlowSpeed,tomtom_currentTravelTime,tomtom_freeFlowTravelTime,tomtom_confidence,tomtom_roadClosure,tomtom_erro
322EDF0110,ENTR. VC-421,ENTR. DF-270,2.0,IMP,-,-,-,262,DF-320,DF-322,E,DF,110,-15.8997446215022,-47.4373172019999,-15.9185803005016,-47.4350654699999,-15.909162461001898,-47.4361913359999,2.1117175149260032,False,,,,,,,"400: {""error"":""Point too far from nearest existing segment."",""httpStatusCode"":400,""detailedError"":{""code"":""INVALID_REQUEST"",""message"":""Point too far from nearest existing segment.""}}"
326EDF0010,ENTR. DF-205,ENTR. DF-335,5.5,EOP,-,-,-,305,DF-9/DF-30/ DF-325,DF-326,E,DF,10,-15.5789349615112,-47.8535572469999,-15.6149020885102,-47.8187318029999,-15.59706688972826,-47.835899662218885,6.069687324378932,True,59.0,59.0,857.0,857.0,1.0,False,
326EDF0030,ENTR. DF-335,ENTR. VC-215,0.4,PAV,TSD,-,-,575,DF-9/DF-30/ DF-325,DF-326,E,DF,30,-15.6149020885102,-47.8187318029999,-15.62125134251,-47.8154939179999,-15.618104519741705,-47.81717629938031,0.7944505471029327,True,60.0,60.0,1195.0,1195.0,1.0,False,
326EDF0050,ENTR. VC-215,ACESSO A SOBRADINHO,4.0,IMP,-,-,-,575,DF-9/DF-330,DF-326,E,DF,50,-15.62125134251,-47.8154939179999,-15.6383223335095,-47.8031948259999,-15.629182157309204,-47.80540985954169,2.928252434950852,True,43.0,43.0,574.0,574.0,1.0,False,
330EDF0010,ENTR. DF-440,ENTR. DF-444,6.8,IMP,-,-,-,3.657,-,DF-330,E,DF,10,-15.660247559509,-47.7578144429999,-15.692615327508,-47.7022883169999,-15.683042931932356,-47.72976916901033,8.049186620994908,False,,,,,,,"400: {""error"":""Point too far from nearest existing segment."",""httpStatusCode"":400,""detailedError"":{""code"":""INVALID_REQUEST"",""message"":""Point too far from nearest existing segment.""}}"
330EDF0030,ENTR. DF-444,ENTR. BR-479/DF-250,6.4,EOP,-,-,-,3.657,-,DF-330,E,DF,30,-15.692615327508,-47.7022883169999,-15.7409888705067,-47.6991669739999,-15.71691778414328,-47.70277052511014,5.50842698548612,True,62.0,62.0,1054.0,1054.0,1.0,False,
335EDF0010,ENTR. DF-326,FIM DE TRECHO IMPLANTADO (km. 7.5).7,5,IMP,-,-,-,236,-,DF-335,E,DF,10,-15.6149020885102,-47.8187318029999,-15.5913649935109,-47.7632157419999,-15.59811640628408,-47.79389119439201,7.60400794574185,True,61.0,61.0,1465.0,1465.0,1.0,False,
335EDF0030,FIM DE TRECHO IMPLANTADO (km. 7.5).8.5,1,0,PLA,-,-,-,-,-,DF-335,E,DF,30,-15.5913649935109,-47.7632157419999,-15.5882321575109,-47.7572319799999,-15.589814879270696,-47.76021202315181,0.7525489242316556,True,74.0,74.0,463.0,463.0,1.0,False,
335EDF0050,FIM DE TRECHO PLANEJADO (km. 8.5),2.1,7,IMP,-,-,-,205,-,DF-335,E,DF,50,-15.5882321575109,-47.7572319799999,-15.5769178225113,-47.7471606099999,-15.581545503201614,-47.753180546939085,1.751139855572296,True,73.0,73.0,493.0,493.0,1.0,False,
335EDF0070,ACESSO A UNIVERSIDADE,FIM DE TRECHO PAVIMENTADO (km. 12.5),2.3,PAV,CA,-,-,205,-,DF-335,E,DF,70,-15.5769178225113,-47.7471606099999,-15.5814028335112,-47.7269622549999,-15.58195470942705,-47.73765910506477,2.395991025418447,True,73.0,73.0,493.0,493.0,1.0,False,
335EDF0090,FIM DE TRECHO PAVIMENTADO (km. 12.5),4.5,9,IMP,-,-,-,193,-,DF-335,E,DF,90,-15.5814028335112,-47.7269622549999,-15.5655016375116,-47.685315311,-15.57905120277074,-47.70266808306855,5.583712844975899,True,51.0,51.0,432.0,432.0,1.0,False,
345EDF0010,ENTR. BR-010(A) / DIVISA GO/DF,ENTR. DF-205,2.3,PAV,TSD,-,010BDF0070,1.453,DF-17,DF-345,E,DF,10,-15.5002669945134,-47.5243665749999,-15.5195922965129,-47.53096411,-15.509850928747037,-47.52785703037583,2.2764674870770487,True,88.0,88.0,463.0,463.0,1.0,False,
345EDF0030,ENTR. DF-205,ENTR. VC-111,4.6,PAV,TSD,-,010BDF0052,2.295,DF-17,DF-345,E,DF,30,-15.5195922965129,-47.53096411,-15.5549277245119,-47.5517625189999,-15.53853945318525,-47.53898108146003,4.627167258131625,True,91.0,91.0,800.0,800.0,1.0,False,
345EDF0050,ENTR. VC-111,ENTR. BR-010(B)/ BR-020/BR-030,4.1,PAV,TSD,-,010BDF0050,2.011,DF-17,DF-345,E,DF,50,-15.5549277245119,-47.5517625179999,-15.585937961511,-47.571777316,-15.569949603216914,-47.563481141249625,4.24176221768161,True,91.0,91.0,800.0,800.0,1.0,False,
345EDF0070,ENTR. BR-010(B)/ BR-020/BR-030,ENTR. DF-230,9.6,PAV,TSD,-,-,3.189,DF-17,DF-345,E,DF,70,-15.585937961511,-47.571777316,-15.6473177935093,-47.6330677169999,-15.621438289252438,-47.59528276429996,10.196453563040402,True,75.0,75.0,558.0,558.0,1.0,False,
353EDF0010,ENTR BR-479/DF-250,ENTR. VC-129,2.8,IMP,-,-,-,48,-,DF-353,E,DF,10,-15.7176464015073,-47.5783222649999,-15.693612170508,-47.5828866349999,-15.706198350281625,-47.58300718878602,2.8023156026443465,True,50.0,50.0,1158.0,1158.0,1.0,False,
353EDF0030,ENTR. VC-129,ENTR. VC-123,7.0,IMP,-,-,-,48,-,DF-353,E,DF,30,-15.693612170508,-47.5828866349999,-15.6691513475087,-47.5432649519999,-15.668796574639185,-47.5751032047118,7.088908643167385,True,51.0,51.0,1135.0,1135.0,1.0,False,
353EDF0050,ENTR. VC-123,ENTR. VC-133,3.0,IMP,-,-,-,48,-,DF-353,E,DF,50,-15.6691513475087,-47.5432649519999,-15.6694541545086,-47.516090178,-15.66930275100865,-47.52967756499995,3.025283641675018,True,51.0,51.0,1135.0,1135.0,1.0,False,
353EDF0070,ENTR. VC-133,ENTR. VC-127,1.2,IMP,-,-,-,48,-,DF-353,E,DF,70,-15.6694541545086,-47.516090178,-15.6634224935088,-47.5098255729999,-15.668779614213037,-47.51088290792203,1.217383567917334,True,50.0,50.0,1158.0,1158.0,1.0,False,
353EDF0090,ENTR. VC-127,ENTR. DF-230,2.7,IMP,-,-,-,48,-,DF-353,E,DF,90,-15.6634224935088,-47.5098255729999,-15.6522321095092,-47.4916724399999,-15.658271204712667,-47.50104136199829,2.4978005867237,True,50.0,50.0,1158.0,1158.0,1.0,False,
355EDF0010,ENTR. DF-130,ENTR. DF-120,6.9,PAV,TSD,-,-,632,-,DF-355,E,DF,10,-15.8431669925038,-47.6267039529999,-15.8388470745039,-47.5624114029999,-15.84158078576984,-47.59459231335975,7.1927655804743935,True,70.0,70.0,1313.0,1313.0,1.0,False,
355EDF0030,ENTR. DF-120,ENTR. VC-403,4.5,PAV,-,-,-,284,-,DF-355,E,DF,30,-15.8388470745039,-47.5624114029999,-15.8066136235048,-47.5432053349999,-15.824888907337677,-47.5461087456909,4.839265439115243,False,,,,,,,"400: {""error"":""Point too far from nearest existing segment."",""httpStatusCode"":400,""detailedError"":{""code"":""INVALID_REQUEST"",""message"":""Point too far from nearest existing segment.""}}"
355EDF0050,ENTR. VC-403,ENTR. DF-322,8.0,PAV,-,-,-,284,FZ-32,DF-355,E,DF,50,-15.8066136235048,-47.5432053349999,-15.7529092695063,-47.5223647209999,-15.771336688888592,-47.5469027981198,7.897079871558296,False,,,,,,,"400: {""error"":""Point too far from nearest existing segment."",""httpStatusCode"":400,""detailedError"":{""code"":""INVALID_REQUEST"",""message"":""Point too far from nearest existing segment.""}}"
355EDF0070,ENTR. DF-322,ENTR. DF-320,1.5,PAV,-,-,-,546,-,DF-355,E,DF,70,-15.7529092695063,-47.5223647209999,-15.7424003645066,-47.5133102699999,-15.747955761801556,-47.51752995315175,1.5531939107675667,True,86.0,86.0,839.0,839.0,1.0,False,
405EDF0010,ENTR. BR-020/BR-030,ENTR. VC-111,2.8,IMP,-,-,-,392,-,DF-405,E,DF,10,-15.5817978505111,-47.5537751869999,-15.5609306985117,-47.5423028479999,-15.57077560781505,-47.54948605819956,2.728135044394207,True,58.0,58.0,435.0,435.0,1.0,False,
405EDF0030,ENTR. VC-111,ENTR. VC-113,1.0,IMP,-,-,-,392,-,DF-405,E,DF,30,-15.5609306995117,-47.5423028479999,-15.5546822215119,-47.5364422009999,-15.557806467668843,-47.53937251686944,0.9536600634983208,True,58.0,58.0,435.0,435.0,1.0,False,
405EDF0050,ENTR. VC-113,ENTR. DF-205,3.4,IMP,-,-,-,178,FZ-52,DF-405,E,DF,50,-15.5546822215119,-47.5364422009999,-15.5345432725125,-47.513432727,-15.543390399087636,-47.52585294307486,3.44651924334652,True,58.0,58.0,435.0,435.0,1.0,False,
410EDF0010,ENTR. BR-020/BR-030,ENTR. VC-121,4.4,IMP,-,-,-,464,DF-405,DF-410,E,DF,10,-15.5817904455112,-47.5504955919999,-15.6134124645103,-47.531867088,-15.602949151795542,-47.54561346748564,5.187494388654053,True,64.0,64.0,430.0,430.0,1.0,False,
410EDF0030,ENTR. VC-121,ENTR. VC-127,0.8,IMP,-,-,-,464,DF-405,DF-410,E,DF,30,-15.6134124645103,-47.531867088,-15.6184871375101,-47.526646324,-15.6159498010102,-47.529256706,0.8104882143970511,True,63.0,63.0,436.0,436.0,1.0,False,
410EDF0050,ENTR. VC-127,ENTR. DF-230,1.8,IMP,-,-,-,464,DF-405,DF-410,E,DF,50,-15.6184871375101,-47.526646324,-15.6293384455097,-47.5154280699999,-15.62333404264828,-47.52049572080678,1.7710805430468357,True,64.0,64.0,430.0,430.0,1.0,False,
415EDF0010,ENTR. BR-080/251,E NTR. DF-445,6.6,IMP,-,-,-,192,-,DF-415,E,DF,10,-15.6481302665093,-48.2017833819999,-15.6341599915097,-48.1432296549999,-15.63782989265318,-48.17222591352424,6.980776251233677,True,47.0,47.0,807.0,807.0,1.0,False,
415EDF0030,ENTR. DF-445,INICIO DE TRECHO PLANEJADO (km. 9.1),2.5,IMP,-,-,-,749,-,DF-415,E,DF,30,-15.6341599915097,-48.1432296549999,-15.6327931345097,-48.1178956399999,-15.633480654072034,-48.1305626707818,2.8243491986913964,True,71.0,71.0,805.0,805.0,1.0,False,
415EDF0050,INICIO DE TRECHO PLANEJADO (km. 9.1),1.4,0,PLA,-,-,-,-,-,DF-415,E,DF,50,-15.6327931345097,-48.1178956399999,-15.6437268535094,-48.0799267619999,-15.63511169992432,-48.09814024946056,4.513873795542405,True,63.0,63.0,1180.0,1180.0,1.0,False,
430EDF0010,BALÃO DE ENTRADA DE BRAZLÂNDIA,ENTR. DF-445(A),5.5,PAV,TSD,-,-,4.485,-,DF-430,E,DF,10,-15.6664460735087,-48.1918713159999,-15.6677878065087,-48.1412798989999,-15.666922359947907,-48.166517670614375,5.658327935436658,True,61.0,61.0,745.0,745.0,1.0,False,
430EDF0030,ENTR. DF-445(A),ENTR. DF-445(B),0.2,PAV,TSD,445EDF0050,-,6.114,-,DF-430,E,DF,30,-15.6677878065087,-48.1412798999999,-15.6676861445087,-48.1393912789999,-15.6677369755087,-48.1403355894999,0.210545659431256,True,61.0,61.0,745.0,745.0,1.0,False,
430EDF0050,ENTR. DF-445(B),ENTR. VC-527,3.2,PAV,TSD,-,-,6.114,-,DF-430,E,DF,50,-15.6676861445087,-48.1393912789999,-15.6713653785086,-48.1103026709999,-15.666871766868146,-48.12426222561514,3.3732088405076706,True,59.0,59.0,771.0,771.0,1.0,False,
430EDF0070,ENTR. VC-527,DF-001 (EPCT),2.4,PAV,TSD,-,-,6.114,-,DF-430,E,DF,70,-15.6713653785086,-48.1103026709999,-15.6772554515085,-48.0896341929999,-15.675190060133342,-48.10074039161202,2.5356553828229327,True,61.0,61.0,745.0,745.0,1.0,False,
435EDF0010,ENTR. BR-080/BR-251,ENTR. VC-547,1.2,PAV,TSD,-,-,1.270,-,DF-435,E,DF,10,-15.7122606525075,-48.19878581,-15.7093029725075,-48.1880877059999,-15.7107818125075,-48.19343675799995,1.2355883161950816,True,57.0,57.0,214.0,214.0,1.0,False,
435EDF0030,ENTR. VC-547,ENTR. DF-445/INICIO DE TRECHO PLANEJADO (km. 3.5),3.0,PAV,TSD,-,-,1.270,-,DF-435,E,DF,30,-15.7093029725075,-48.1880877059999,-15.7047743015076,-48.1679848729999,-15.706554353593384,-48.17813830901913,2.298108653561128,True,53.0,53.0,231.0,231.0,1.0,False,
435EDF0050,ENTR. DF-445/INICIO DE TRECHO PLANEJADO (km. 3.5).7.6,4,1,PLA,-,-,-,-,-,DF-435,E,DF,50,-15.7047743015076,-48.1679848719999,-15.7046041885077,-48.1279461569999,-15.709179685465358,-48.14669779628763,4.931815264141206,True,60.0,60.0,492.0,492.0,1.0,False,
435EDF0070,FIM DE TRECHO PLANEJADO (km. 7.6),0.4,4,IMP,-,-,-,82,-,DF-435,E,DF,70,-15.7046041885077,-48.1279461569999,-15.6971364925079,-48.0884302979999,-15.700658969076754,-48.10824558962344,4.48084017997453,True,63.0,63.0,1180.0,1180.0,1.0,False,
440EDF0010,ENTR. BR-010/BR-020/ BR-030,ENTR. DF-442,1.0,PAV,CA,-,-,13.682,FZ- 73,DF-440,E,DF,10,-15.6816647765083,-47.8374025669999,-15.6892708155081,-47.8342036539999,-15.686135744971612,-47.83753610462141,1.0532829309536738,True,67.0,67.0,441.0,441.0,1.0,False,
440EDF0012,ENTR. DF-442,ENTRADA DO COND. RK (km. 2.1).1,1,PAV,CA,-,-,13.682,-,DF-440,E,DF,12,-15.6892708155081,-47.8342036539999,-15.692972837508,-47.825890226,-15.69135525816983,-47.83014959380894,1.0151098731017814,True,64.0,64.0,461.0,461.0,1.0,False,
440EDF0030,ENTRADA DO COND. RK (km. 2.1),8.1,7,PAV,-,-,-,112,FZ-73,DF-440,E,DF,30,-15.692972837508,-47.825890226,-15.6957130765079,-47.8101607229999,-15.694523277087418,-47.81801374170845,1.7911866884458767,True,64.0,64.0,461.0,461.0,1.0,False,
440EDF0050,ENTR. VC-249,ENTR. VC-263,4.4,PAV,-,-,-,112,FZ-73,DF-440,E,DF,50,-15.6957130765079,-47.8101607229999,-15.7239672295071,-47.7813319229999,-15.710053989597908,-47.79591741761383,4.504752320884456,True,67.0,67.0,441.0,441.0,1.0,False,
440EDF0070,ENTR. VC-263,ENTR. VC-257,4.5,PAV,CA,-,-,3.274,FZ-73,DF-440,E,DF,70,-15.7088515505076,-47.7584894859999,-15.7093024085075,-47.7586162029999,-15.71725669557913,-47.77658218767422,8.282229962892014,True,62.0,62.0,853.0,853.0,1.0,False,
440EDF0090,ENTR. VC-257,ENTR. DF-330,5.4,PAV,TSD,-,-,3.274,FZ-73,DF-440,E,DF,90,-15.6978792505078,-47.7628667759999,-15.6602476945089,-47.7578152559999,-15.678664974021698,-47.77253775720181,5.5233727575518845,True,63.0,63.0,828.0,828.0,1.0,False,
440EDF0110,ENTR. DF-330,ACESSO A BR-010/ BR-020/BR-030 (SLU),3.5,PAV,TSD,-,-,10.363,FZ-73,DF-440,E,DF,110,-15.6602476945089,-47.7578152559999,-15.6542834045091,-47.7829499059999,-15.65248140640796,-47.76989293828,3.573006898115913,True,62.0,62.0,853.0,853.0,1.0,False,
442EDF0010,ENTR. DF-440,ENTR. DF-001 (EPCT),0.5,PAV,CA,-,-,13.555,-,DF-442,E,DF,10,-15.6892708155081,-47.8342036539999,-15.693796059508,-47.8349603539999,-15.691560120848315,-47.83447937424285,0.5138290920909071,True,57.0,57.0,28.0,28.0,1.0,False,
442EDF0030,ENTR. DF-001 (EPCT),ENTR. DF-005 (EPPR),4.9,PLA,-,-,-,-,-,DF-442,E,DF,30,-15.693796059508,-47.8349603539999,-15.7184022505073,-47.8611407599999,-15.70565693882175,-47.84796909897662,4.112137139192211,True,55.0,55.0,1340.0,1340.0,1.0,False,
444EDF0010,ENTR. DF-330,ENTR. DF-128,1.8,PLA,-,-,-,-,-,DF-444,E,DF,10,-15.692615015508,-47.7022875079999,-15.6793200025084,-47.692850044,-15.686387208432649,-47.69705542203089,1.8436331782494104,False,,,,,,,"400: {""error"":""Point too far from nearest existing segment."",""httpStatusCode"":400,""detailedError"":{""code"":""INVALID_REQUEST"",""message"":""Point too far from nearest existing segment.""}}"
445EDF0010,ENTR. BR-080/BR-251,ENTR. DF-435,2.9,PAV,TSD,-,-,2.050,-,DF-445,E,DF,10,-15.7310056215069,-48.1677376609999,-15.7047745225076,-48.1679844449999,-15.717869128573088,-48.16802166950164,2.92542397427037,True,60.0,60.0,496.0,496.0,1.0,False,
445EDF0030,ENTR. DF-435,ENTR. DF-430(A),5.3,PAV,TSD,-,-,2.050,-,DF-445,E,DF,30,-15.7047745225076,-48.1679844449999,-15.6676865165087,-48.1393912589999,-15.687440897038142,-48.15061562216231,5.465241622223986,True,60.0,60.0,496.0,496.0,1.0,False,
445EDF0070,ENTR. DF-430(B),ENTR. VC-527,1.8,IMP,-,-,-,557,-,DF-445,E,DF,70,-15.6677881215087,-48.1412798819999,-15.6510020055092,-48.1422531479999,-15.65939506350895,-48.1417665149999,1.8717687120614397,True,47.0,47.0,807.0,807.0,1.0,False,
445EDF0090,ENTR. VC-527,ENTR. DF-415,2.2,IMP,-,-,-,557,-,DF-445,E,DF,90,-15.6510020055092,-48.1422531479999,-15.6341599915097,-48.1432296549999,-15.642580998503949,-48.14274140140501,1.878001728003064,True,47.0,47.0,807.0,807.0,1.0,False,
445EDF0110,ENTR. DF-415,ENTR. DF-220,3.2,IMP,-,-,-,557,-,DF-445,E,DF,110,-15.6341599915097,-48.1432296549999,-15.6012102345106,-48.1509473009999,-15.616627984219315,-48.142783916836045,4.08775430648527,True,49.0,49.0,774.0,774.0,1.0,False,
451EDF0010,ENTR. BR-070,FIM DO TRECHO DUPLICADO,1.0,DUP,TSD,-,-,4.661,-,DF-451,E,DF,10,-15.7839342855054,-48.1291296379999,-15.7748331495057,-48.1291173429999,-15.779418163152368,-48.12962951213565,1.0271565195395396,True,50.0,50.0,439.0,439.0,1.0,False,
451EDF0020,FIM DO TRECHO DUPLICADO,ENTR. VC-561,1.5,PAV,,,,4.874,,DF-451,E,DF,20,-15.7748331495057,-48.1291173429999,-15.7612159435061,-48.127599045,-15.768024648961797,-48.12835727538855,1.5252608553602585,True,50.0,50.0,439.0,439.0,1.0,False,
451EDF0030,ENTR. VC-561,ENTR. BR-080/BR-251,3.6,PAV,TSD,-,-,-,-,DF-451,E,DF,30,-15.7612159435061,-48.127599045,-15.729281469507,-48.1240427609999,-15.745248706506551,-48.12582090299995,3.576921008320156,True,50.0,50.0,439.0,439.0,1.0,False,
455EDF0010,ENTR. DF-130,ENTR. VC-413,5.7,IMP,-,-,-,125,FZ-39,DF-455,E,DF,10,-15.7813344435055,-47.6463979129999,-15.799600982505,-47.6004199359999,-15.786861617055552,-47.62299213937903,5.781090245990342,True,70.0,70.0,1313.0,1313.0,1.0,False,
455EDF0030,ENTR. VC-413,ENTR. DF-120,4.3,IMP,-,-,-,125,FZ-39,DF-455,E,DF,30,-15.799600982505,-47.6004199359999,-15.8145698365046,-47.5696963629999,-15.811123208639591,-47.5857455331646,4.178986577186297,True,70.0,70.0,1313.0,1313.0,1.0,False,
456EDF0010,ENTR. DF-001 (EPCT),ENTR. BR-479/DF-250,5.6,DUP,-,-,-,-,-,DF-456,E,DF,10,-15.7760428825057,-47.7754714199999,-15.762698964506,-47.7322767219999,-15.769160941613029,-47.75406060659172,5.31322650275057,True,60.0,60.0,1090.0,1090.0,1.0,False,
459EDF0010,ACESSO A CEILÂNDIA (VIA DE LIGAÇÃO CENTRO NORTE),ACESSO A SAMAMBAIA (2ª AVENIDA NORTE),2.6,DUP,-,-,-,29.624,-,DF-459,E,DF,10,-15.8440438945037,-48.104602327,-15.8648121595032,-48.0930920519999,-15.853442784886632,-48.09781797031177,2.7550776222741384,True,41.0,41.0,654.0,654.0,1.0,False,
463EDF0010,ENTR. DF-001 (EPCT),SÃO SEBASTIÃO,3.9,DUP,CA,-,-,25.116,DF-135,DF-463,E,DF,10,-15.8853899475026,-47.8219579109999,-15.8971768925023,-47.7870716959999,-15.889064144457938,-47.8032239498806,4.319882221725699,True,45.0,45.0,847.0,847.0,1.0,False,
465EDF0010,ENTR. DF-001 (EPCT),PRESÍDIO DA PAPUDA,4.3,PAV,CA,-,-,2.360,DF-12,DF-465,E,DF,10,-15.8997556335022,-47.8195522299999,-15.9186517935016,-47.7857235919999,-15.907849233938466,-47.801375704584885,4.440752593902793,True,87.0,87.0,924.0,924.0,1.0,False,
473EDF0010,SÃO SEBASTIÃO,ENTR. BR-251,3.0,PAV,TSD,-,-,4.975,DF-135,DF-473,E,DF,10,-15.9149683865018,-47.7602561729999,-15.9377385885011,-47.7497171759999,-15.927089448868276,-47.75695102559818,2.9088690963594224,True,45.0,45.0,842.0,842.0,1.0,False,
475EDF0010,ACESSO AO GAMA,ENTR. VC-351,2.3,PAV,TSD,-,-,21.366,FZ-76,DF-475,E,DF,10,-16.0026617404993,-48.0756729099999,-15.9843331084998,-48.0746327129999,-15.99326145627857,-48.07708007989788,2.2157538780203923,True,54.0,54.0,550.0,550.0,1.0,False,
475EDF0030,ENTR. VC-351,ENTR. VC-341,4.0,PAV,TSD,-,-,21.366,FZ-76,DF-475,E,DF,30,-15.9843331074998,-48.0746327129999,-15.9535728205006,-48.0488007919999,-15.966698575212634,-48.065093789955945,4.658165250390551,True,55.0,55.0,544.0,544.0,1.0,False,
475EDF0050,ENTR. VC-341,ENTR. BR-251/DF-001,1.1,PAV,TSD,-,-,25.577,FZ-76,DF-475,E,DF,50,-15.9535728205006,-48.0488007919999,-15.9453817765009,-48.0382605429999,-15.950776520370152,-48.042504430069805,1.543322497540835,True,54.0,54.0,550.0,550.0,1.0,False,
480EDF0010,GAMA,ENTR. VC-361,1.9,DUP,CA,-,-,38.888,DF-16,DF-480,E,DF,10,-15.9982397404994,-48.0589759129999,-15.9871044454998,-48.0441438319999,-15.993342501509971,-48.051104052958,2.0809161500856765,True,78.0,78.0,421.0,421.0,1.0,False,
480EDF0030,ENTR. VC-361,ENTR. BR-251/DF- 001(EPCT)/DF- 065(EPIP),3.4,DUP,CA,-,-,43.414,DF-16,DF-480,E,DF,30,-15.9871044454998,-48.0441438319999,-15.9660987445004,-48.0207063509999,-15.9766015950001,-48.0324250914999,3.5035836642452063,True,72.0,72.0,317.0,317.0,1.0,False,
483EDF0010,GAMA,ENTR. VC-361,1.2,DUP,CA,-,-,17.168,-,DF-483,E,DF,10,-16.0018693654993,-48.0532382709999,-16.0078589474991,-48.035839371,-16.00688191370581,-48.04516071646253,2.1165152694790432,True,60.0,60.0,306.0,306.0,1.0,False,
483EDF0030,ENTR. VC-361,ENTR. AV. ALAGADOS (SANTA MARIA),3.2,DUP,CA,-,-,16.619,-,DF-483,E,DF,30,-16.0078589474991,-48.035839371,-16.015688484499,-48.016310491,-16.012261686273543,-48.02623725785217,2.374800398653806,True,52.0,52.0,349.0,349.0,1.0,False,
495EDF0010,ENTR.BR-040/BR-050,FERROVIA CENTRO ATLÂNTICO FCA,2.9,PAV,CA,-,-,1.824,FZ-86,DF-495,E,DF,10,-16.0266621704987,-47.9792457879999,-16.0339246344984,-47.9531158569999,-16.03024452320461,-47.96616445762344,3.0196621039669287,True,67.0,67.0,523.0,523.0,1.0,False,
495EDF0030,FERROVIA CENTRO ATLÂNTICO - FCA,FIM DE TRECHO PAVIMENTADO (km 11.6).6.8,7,PAV,CA,-,-,1.824,FZ-86,DF-495,E,DF,30,-16.0339246344984,-47.9531158569999,-16.0421401594982,-47.9090631259999,-16.044462480062816,-47.93087942029719,6.004654700886633,True,70.0,70.0,1000.0,1000.0,1.0,False,
001EDF0370,ACESSO II A SAMAMBAIA / 3º DR,ENTR. DF-075 (EPNB),2.8,DUP,CA,-,251BDF0620,52.590,-,DF-001,E,DF,370,-15.8781281025028,-48.0515168429999,-15.8759157095029,-48.0277590289999,-15.874127880826162,-48.0401875989508,2.795579072690688,True,65.0,65.0,24.0,24.0,1.0,False,
001EDF0390,ENTR. DF-075 (EPNB),ENTR. DF-085 (EPTG)/ TAGUATINGA,5.7,DUP,CA,-,251BDF0630,42.104,-,DF-001,E,DF,390,-15.8759157095029,-48.0277590289999,-15.8318508795041,-48.0503347109999,-15.85406331957403,-48.0394756553715,5.520745984745971,True,52.0,52.0,753.0,753.0,1.0,False,
125EDF0110,(km. 10.0) ENTR. BR- 251(A),7.1,2,PAV,TSD,-,251BDF0515,615,-,DF-125,E,DF,110,-15.9988847734994,-47.5633516699999,-15.9903712624997,-47.5744431139999,-15.996306798131936,-47.57013399531909,1.6413536978304932,True,80.0,80.0,841.0,841.0,1.0,False,
250EDF0010,ENTR. BR- 479(A)/ DF-001 (EPCT)/ DF-015 (EPTM),ENTR. DF-456,4.５,DUP,TSD,-,479BDF0132 B,22.114,DF-6,DF-250,E,DF,10,-15.7583728565062,-47.7781039579999,-15.762695863506,-47.7322776739999,-15.75290670649627,-47.754417549698246,5.552016715204578,True,62.0,62.0,1054.0,1054.0,1.0,False,
250EDF0030,ENTR. DF-330,ENTR. DF-130,4.8,PAV,TSD,-,A 479BDF0130,8.055,DF-6,DF-250,E,DF,30,-15.7409887555066,-47.6991670329999,-15.727419614507,-47.6605030609999,-15.735145282162888,-47.67907676707184,4.759053552804001,True,62.0,62.0,1054.0,1054.0,1.0,False,
250EDF0070,ENTR. DF-353,ENTR. DF-320,0.8,PAV,CA,-,479BDF0116 A,2.124,DF-6,DF-250,E,DF,70,-15.7176459535073,-47.5783224799999,-15.7140939475074,-47.5709075899999,-15.715869950173422,-47.574615035158544,0.9152463426762872,True,86.0,86.0,839.0,839.0,1.0,False,
250EDF0130,ENTR. VC-133,ENTR. DF-110,2.7,PAV,CA,-,479BDF0110,2.115,DF-6,DF-250,E,DF,130,-15.6877281405081,-47.5163072319999,-15.6874047935081,-47.4895721089999,-15.682531540587757,-47.50307872083043,3.200581178913659,True,86.0,86.0,839.0,839.0,1.0,False,
250EDF0250,ENTR. DF-100,ENTR. VC-159,4.0,IMP,-,-,479BDF0094,311,DF-6,DF-250,E,DF,250,-15.7157320975074,-47.3908340559999,-15.7217174685072,-47.3542123409999,-15.718755026724574,-47.37252688934325,4.131099760946126,True,70.0,70.0,1375.0,1375.0,1.0,False,
270EDF0070,(km. 3.4) ENTR. DF- 120(A),9.2,0,IMP,-,120EDF0150,-,531,-,DF-270,E,DF,70,-15.9280859855014,-47.537276232,-15.9246538375015,-47.5201029609999,-15.92636991150145,-47.52868959649995,1.9495335182345968,True,80.0,80.0,841.0,841.0,1.0,False,
