u,v,codigo,sentido,rodovia,situacao,pavimentada,extensao_km,tmd_der,v_limite,v_livre_tomtom,tomtom_compartilhado,faixas_estimadas,capacidade_estimada,tem_contagem,vol_7h,vc_7h,vol_18h,vc_18h,K_observado,t_livre_s
54,53,004EDF0150,decrescente,DF-004,DUP,True,2.8,49574.0,80.0,38.0,False,2,3600,True,4701.0,1.3058333333333334,5258.5,1.4606944444444445,,265.2631578947368
54,55,004EDF0170,crescente,DF-004,DUP,True,3.7,44047.0,80.0,67.0,True,2,3600,True,1885.0,0.5236111111111111,2067.0,0.5741666666666667,,198.80597014925374
55,54,004EDF0170,decrescente,DF-004,DUP,True,3.7,44047.0,80.0,67.0,True,2,3600,True,2444.5,0.6790277777777778,2139.5,0.5943055555555555,,198.80597014925374
56,57,005EDF0010,crescente,DF-005,DUP,True,0.8,25239.0,60.0,28.0,False,2,3600,False,,,,,,102.85714285714286
57,56,005EDF0010,decrescente,DF-005,DUP,True,0.8,25239.0,60.0,28.0,False,2,3600,False,,,,,,102.85714285714286
57,58,005EDF0012,crescente,DF-005,DUP,True,2.2,33930.0,60.0,64.0,True,2,3600,True,636.5,0.17680555555555555,1833.5,0.5093055555555556,,123.75000000000001
58,57,005EDF0012,decrescente,DF-005,DUP,True,2.2,33930.0,60.0,64.0,True,2,3600,True,4494.5,1.2484722222222222,3543.0,0.9841666666666666,,123.75000000000001
58,59,005EDF0014,crescente,DF-005,DUP,True,7.4,23078.0,60.0,64.0,True,2,3600,True,541.5,0.15041666666666667,1483.5,0.41208333333333336,,416.25
59,58,005EDF0014,decrescente,DF-005,DUP,True,7.4,23078.0,60.0,64.0,True,2,3600,True,3911.5,1.0865277777777778,1394.5,0.3873611111111111,,416.25
59,6,005EDF0030,crescente,DF-005,PAV,True,7.6,3271.0,60.0,64.0,True,1,1400,False,,,,,,427.5
6,59,005EDF0030,decrescente,DF-005,PAV,True,7.6,3271.0,60.0,64.0,True,1,1400,False,,,,,,427.5
60,57,006EDF0010,crescente,DF-006,DUP,True,2.1,15230.0,60.0,57.0,False,2,3600,True,338.0,0.09388888888888888,851.5,0.23652777777777778,,132.63157894736844
57,60,006EDF0010,decrescente,DF-006,DUP,True,2.1,15230.0,60.0,57.0,False,2,3600,False,,,,,,132.63157894736844
34,60,007EDF0010,crescente,DF-007,DUP,True,0.8,53566.0,60.0,71.0,False,2,3600,True,2407.0,0.6686111111111112,1016.0,0.2822222222222222,,40.563380281690144
60,34,007EDF0010,decrescente,DF-007,DUP,True,0.8,53566.0,60.0,71.0,False,2,3600,True,1378.0,0.3827777777777778,4644.0,1.29,,40.563380281690144
60,61,007EDF0012,crescente,DF-007,DUP,True,0.5,69778.0,60.0,80.0,True,2,3600,False,,,,,,22.5
61,60,007EDF0012,decrescente,DF-007,DUP,True,0.5,69778.0,60.0,80.0,True,2,3600,False,,,,,,22.5
61,31,007EDF0030,crescente,DF-007,DUP,True,0.8,17052.0,60.0,80.0,True,2,3600,True,2152.0,0.5977777777777777,913.0,0.2536111111111111,,36.0
31,61,007EDF0030,decrescente,DF-007,DUP,True,0.8,17052.0,60.0,80.0,True,2,3600,False,,,,,,36.0
35,61,009EDF0010,crescente,DF-009,PAV,True,1.2,15972.0,60.0,57.0,False,1,1400,False,,,,,,75.78947368421052
61,35,009EDF0010,decrescente,DF-009,PAV,True,1.2,15972.0,60.0,57.0,False,1,1400,False,,,,,,75.78947368421052
61,56,009EDF0030,crescente,DF-009,DUP,True,1.4,41134.0,60.0,60.0,False,2,3600,False,,,,,,83.99999999999999
56,61,009EDF0030,decrescente,DF-009,DUP,True,1.4,41134.0,60.0,60.0,False,2,3600,True,2017.0,0.5602777777777778,1749.0,0.48583333333333334,,83.99999999999999
56,62,009EDF0050,crescente,DF-009,DUP,True,8.1,18115.0,60.0,64.0,True,2,3600,True,452.0,0.12555555555555556,463.0,0.12861111111111112,,455.625
62,56,009EDF0050,decrescente,DF-009,DUP,True,8.1,18115.0,60.0,64.0,True,2,3600,True,3011.0,0.8363888888888888,2030.0,0.5638888888888889,,455.625
63,64,010EDF0010,crescente,DF-010,DUP,True,1.5,21476.0,70.0,52.0,False,2,3600,True,1092.0,0.30333333333333334,899.0,0.24972222222222223,,103.84615384615385
64,63,010EDF0010,decrescente,DF-010,DUP,True,1.5,21476.0,70.0,52.0,False,2,3600,False,,,,,,103.84615384615385
64,65,010EDF0030,crescente,DF-010,DUP,True,1.9,24574.0,70.0,51.0,True,2,3600,False,,,,,,134.11764705882354
65,64,010EDF0030,decrescente,DF-010,DUP,True,1.9,24574.0,70.0,51.0,True,2,3600,True,2361.5,0.6559722222222222,1139.5,0.3165277777777778,,134.11764705882354
65,37,010EDF0050,crescente,DF-010,DUP,True,0.7,35123.0,70.0,51.0,True,2,3600,False,,,,,,49.411764705882355
37,65,010EDF0050,decrescente,DF-010,DUP,True,0.7,35123.0,70.0,51.0,True,2,3600,False,,,,,,49.411764705882355
37,66,010EDF0070,crescente,DF-010,PAV,True,2.7,10564.0,70.0,75.0,False,1,1400,False,,,,,,129.60000000000002
66,37,010EDF0070,decrescente,DF-010,PAV,True,2.7,10564.0,70.0,75.0,False,1,1400,False,,,,,,129.60000000000002
66,67,010EDF0090,crescente,DF-010,DUP,True,1.0,6132.0,70.0,74.0,False,2,3600,False,,,,,,48.64864864864865
67,66,010EDF0090,decrescente,DF-010,DUP,True,1.0,6132.0,70.0,74.0,False,2,3600,False,,,,,,48.64864864864865
67,68,010EDF0110,crescente,DF-010,PAV,True,1.0,6132.0,70.0,62.0,True,1,1400,False,,,,,,58.064516129032256
68,67,010EDF0110,decrescente,DF-010,PAV,True,1.0,6132.0,70.0,62.0,True,1,1400,False,,,,,,58.064516129032256
68,69,010EDF0130,crescente,DF-010,EOD,True,2.57,412.0,70.0,80.0,True,1,1400,False,,,,,,115.65
69,68,010EDF0130,decrescente,DF-010,EOD,True,2.57,412.0,70.0,80.0,True,1,1400,False,,,,,,115.65
40,70,011EDF0010,crescente,DF-011,DUP,True,1.4,57182.0,,65.0,True,2,3600,False,,,,,,77.53846153846153
70,40,011EDF0010,decrescente,DF-011,DUP,True,1.4,57182.0,,65.0,True,2,3600,True,1976.0,0.5488888888888889,2906.5,0.8073611111111111,,77.53846153846153
70,71,011EDF0030,crescente,DF-011,DUP,True,1.2,42172.0,,65.0,True,2,3600,False,,,,,,66.46153846153845
71,70,011EDF0030,decrescente,DF-011,DUP,True,1.2,42172.0,,65.0,True,2,3600,False,,,,,,66.46153846153845
71,72,011EDF0050,crescente,DF-011,DUP,True,3.3,29049.0,,65.0,True,2,3600,False,,,,,,182.76923076923077
72,71,011EDF0050,decrescente,DF-011,DUP,True,3.3,29049.0,,65.0,True,2,3600,False,,,,,,182.76923076923077
59,4,015EDF0010,crescente,DF-015,PAV,True,3.9,11470.0,60.0,60.0,True,1,1400,True,658.0,0.47,1796.0,1.282857142857143,,234.0
4,59,015EDF0010,decrescente,DF-015,PAV,True,3.9,11470.0,60.0,60.0,True,1,1400,True,808.5,0.5775,413.0,0.295,,234.0
44,73,025EDF0010,crescente,DF-025,DUP,True,3.0,49416.0,70.0,54.0,True,2,3600,True,2557.0,0.7102777777777778,1631.5,0.45319444444444446,,200.0
73,44,025EDF0010,decrescente,DF-025,DUP,True,3.0,49416.0,70.0,54.0,True,2,3600,True,1739.5,0.4831944444444444,2892.5,0.8034722222222223,,200.0
73,74,025EDF0030,crescente,DF-025,DUP,True,4.8,19269.0,70.0,54.0,True,2,3600,True,2104.0,0.5844444444444444,738.0,0.205,,320.0
74,73,025EDF0030,decrescente,DF-025,DUP,True,4.8,19269.0,70.0,54.0,True,2,3600,True,869.5,0.24152777777777779,1718.5,0.4773611111111111,,320.0
74,75,025EDF0050,crescente,DF-025,DUP,True,3.2,14381.0,70.0,61.0,True,2,3600,True,593.0,0.16472222222222221,631.0,0.17527777777777778,,188.85245901639345
75,74,025EDF0050,decrescente,DF-025,DUP,True,3.2,14381.0,70.0,61.0,True,2,3600,True,735.0,0.20416666666666666,851.0,0.2363888888888889,,188.85245901639345
75,76,025EDF0070,crescente,DF-025,DUP,True,7.2,34012.0,70.0,61.0,True,2,3600,True,2736.0,0.76,3703.0,1.0286111111111111,,424.91803278688525
76,75,025EDF0070,decrescente,DF-025,DUP,True,7.2,34012.0,70.0,61.0,True,2,3600,True,3209.5,0.8915277777777778,2163.0,0.6008333333333333,,424.91803278688525
76,77,025EDF0090,crescente,DF-025,DUP,True,3.1,18898.0,70.0,61.0,True,2,3600,False,,,,,,182.95081967213113
77,76,025EDF0090,decrescente,DF-025,DUP,True,3.1,18898.0,70.0,61.0,True,2,3600,True,1832.0,0.5088888888888888,1023.0,0.2841666666666667,,182.95081967213113
77,8,025EDF0100,crescente,DF-025,DUP,True,4.6,17040.0,70.0,61.0,True,2,3600,True,693.0,0.1925,1649.0,0.45805555555555555,,271.4754098360655
8,77,025EDF0100,decrescente,DF-025,DUP,True,4.6,17040.0,70.0,61.0,True,2,3600,True,4014.0,1.115,1938.0,0.5383333333333333,,271.4754098360655
77,9,027EDF0010,crescente,DF-027,DUP,True,1.8,38934.0,80.0,69.0,False,2,3600,False,,,,,,93.91304347826087
9,77,027EDF0010,decrescente,DF-027,DUP,True,1.8,38934.0,80.0,69.0,False,2,3600,True,2754.0,0.765,1577.0,0.43805555555555553,,93.91304347826087
76,10,035EDF0010,crescente,DF-035,DUP,True,4.2,19283.0,70.0,64.0,False,2,3600,True,1025.0,0.2847222222222222,1268.0,0.3522222222222222,,236.25
10,76,035EDF0010,decrescente,DF-035,DUP,True,4.2,19283.0,70.0,64.0,False,2,3600,True,8969.5,2.491527777777778,2494.5,0.6929166666666666,,236.25
78,73,047EDF0010,crescente,DF-047,DUP,True,0.8,57345.0,80.0,74.0,True,2,3600,False,,,,,,38.91891891891892
73,78,047EDF0010,decrescente,DF-047,DUP,True,0.8,57345.0,80.0,74.0,True,2,3600,False,,,,,,38.91891891891892
73,55,047EDF0030,crescente,DF-047,DUP,True,1.8,38284.0,80.0,74.0,True,2,3600,True,1909.0,0.5302777777777777,1249.0,0.34694444444444444,,87.56756756756758
55,73,047EDF0030,decrescente,DF-047,DUP,True,1.8,38284.0,80.0,74.0,True,2,3600,False,,,,,,87.56756756756758
55,33,047EDF0050,crescente,DF-047,DUP,True,1.2,120000.0,80.0,77.0,False,2,3600,False,,,,,,56.103896103896105
33,55,047EDF0050,decrescente,DF-047,DUP,True,1.2,120000.0,80.0,77.0,False,2,3600,False,,,,,,56.103896103896105
55,42,051EDF0010,crescente,DF-051,DUP,True,2.4,63336.0,70.0,67.0,True,2,3600,True,2451.0,0.6808333333333333,4792.0,1.3311111111111111,,128.95522388059703
42,55,051EDF0010,decrescente,DF-051,DUP,True,2.4,63336.0,70.0,67.0,True,2,3600,True,3390.0,0.9416666666666667,1935.0,0.5375,,128.95522388059703
42,79,051EDF0030,crescente,DF-051,DUP,True,1.5,46939.0,70.0,67.0,True,2,3600,True,1606.0,0.4461111111111111,3747.0,1.0408333333333333,,80.59701492537313
79,42,051EDF0030,decrescente,DF-051,DUP,True,1.5,46939.0,70.0,67.0,True,2,3600,True,1947.0,0.5408333333333334,1581.0,0.43916666666666665,,80.59701492537313
45,80,055EDF0010,crescente,DF-055,PAV,True,2.0,7842.0,60.0,56.0,False,1,1400,True,477.0,0.3407142857142857,664.0,0.4742857142857143,,128.57142857142856
80,45,055EDF0010,decrescente,DF-055,PAV,True,2.0,7842.0,60.0,56.0,False,1,1400,False,,,,,,128.57142857142856
46,16,065EDF0010,crescente,DF-065,DUP,True,4.0,30947.0,80.0,78.0,True,2,3600,True,1733.0,0.48138888888888887,4053.0,1.1258333333333332,,184.6153846153846
16,46,065EDF0010,decrescente,DF-065,DUP,True,4.0,30947.0,80.0,78.0,True,2,3600,True,1943.5,0.5398611111111111,957.5,0.2659722222222222,,184.6153846153846
43,81,075EDF0010,crescente,DF-075,DUP,True,2.0,83961.0,80.0,70.0,True,2,3600,True,3171.0,0.8808333333333334,3536.0,0.9822222222222222,,102.85714285714285
81,43,075EDF0010,decrescente,DF-075,DUP,True,2.0,83961.0,80.0,70.0,True,2,3600,True,1543.0,0.4286111111111111,1180.0,0.3277777777777778,,102.85714285714285
81,82,075EDF0030,crescente,DF-075,DUP,True,1.9,56586.0,80.0,65.0,False,2,3600,True,3018.0,0.8383333333333334,4204.0,1.1677777777777778,,105.23076923076923
82,81,075EDF0030,decrescente,DF-075,DUP,True,1.9,56586.0,80.0,65.0,False,2,3600,True,3701.0,1.0280555555555555,3391.0,0.9419444444444445,,105.23076923076923
82,83,075EDF0050,crescente,DF-075,DUP,True,4.2,63588.0,80.0,70.0,True,2,3600,True,4865.0,1.351388888888889,5254.0,1.4594444444444445,,216.00000000000003
83,82,075EDF0050,decrescente,DF-075,DUP,True,4.2,63588.0,80.0,70.0,True,2,3600,True,1353.0,0.37583333333333335,1365.0,0.37916666666666665,,216.00000000000003
84,85,079EDF0010,crescente,DF-079,DUP,True,2.3,40494.0,60.0,57.0,True,2,3600,True,1547.0,0.4297222222222222,3056.0,0.8488888888888889,,145.26315789473682
85,84,079EDF0010,decrescente,DF-079,DUP,True,2.3,40494.0,60.0,57.0,True,2,3600,True,1808.0,0.5022222222222222,1780.5,0.4945833333333333,,145.26315789473682
85,82,079EDF0030,crescente,DF-079,DUP,True,5.9,32738.0,60.0,57.0,True,2,3600,True,3086.0,0.8572222222222222,2797.0,0.7769444444444444,,372.63157894736844
82,85,079EDF0030,decrescente,DF-079,DUP,True,5.9,32738.0,60.0,57.0,True,2,3600,True,4494.0,1.2483333333333333,4146.0,1.1516666666666666,,372.63157894736844
40,86,085EDF0010,crescente,DF-085,DUP,True,5.8,111601.0,60.0,60.0,True,2,3600,True,6533.0,1.8147222222222221,8658.0,2.405,,348.0
86,40,085EDF0010,decrescente,DF-085,DUP,True,5.8,111601.0,60.0,60.0,True,2,3600,True,7958.0,2.2105555555555556,7994.0,2.2205555555555554,,348.0
86,84,085EDF0030,crescente,DF-085,DUP,True,1.4,124335.0,60.0,60.0,True,2,3600,True,4928.0,1.3688888888888888,5932.0,1.6477777777777778,,83.99999999999999
84,86,085EDF0030,decrescente,DF-085,DUP,True,1.4,124335.0,60.0,60.0,True,2,3600,True,5094.0,1.415,5669.0,1.5747222222222221,,83.99999999999999
84,22,085EDF0050,crescente,DF-085,DUP,True,5.5,97669.0,60.0,65.0,True,2,3600,True,4034.0,1.1205555555555555,5046.0,1.4016666666666666,,304.61538461538464
22,84,085EDF0050,decrescente,DF-085,DUP,True,5.5,97669.0,60.0,65.0,True,2,3600,True,3154.0,0.8761111111111111,5098.0,1.416111111111111,,304.61538461538464
87,86,087EDF0010,crescente,DF-087,DUP,True,3.1,32945.0,65.0,43.0,False,2,3600,True,1592.0,0.44222222222222224,1298.0,0.3605555555555556,,259.5348837209303
86,87,087EDF0010,decrescente,DF-087,DUP,True,3.1,32945.0,65.0,43.0,False,2,3600,True,1638.0,0.455,1038.0,0.28833333333333333,,259.5348837209303
39,88,095EDF0010,crescente,DF-095,DUP,True,3.4,61820.0,80.0,80.0,True,2,3600,True,3286.0,0.9127777777777778,1918.0,0.5327777777777778,,153.0
88,39,095EDF0010,decrescente,DF-095,DUP,True,3.4,61820.0,80.0,80.0,True,2,3600,True,2504.0,0.6955555555555556,2145.0,0.5958333333333333,,153.0
88,87,095EDF0030,crescente,DF-095,DUP,True,3.1,75319.0,80.0,80.0,True,2,3600,True,3062.0,0.8505555555555555,2360.0,0.6555555555555556,,139.5
87,88,095EDF0030,decrescente,DF-095,DUP,True,3.1,75319.0,80.0,80.0,True,2,3600,True,3027.0,0.8408333333333333,2470.0,0.6861111111111111,,139.5
87,23,095EDF0050,crescente,DF-095,DUP,True,6.1,57004.0,80.0,80.0,True,2,3600,True,5141.0,1.4280555555555556,3381.0,0.9391666666666667,,274.5
23,87,095EDF0050,decrescente,DF-095,DUP,True,6.1,57004.0,80.0,80.0,True,2,3600,True,5947.0,1.6519444444444444,5455.0,1.5152777777777777,,274.5
88,69,097EDF0010,crescente,DF-097,IMP,False,2.0,180.0,,80.0,True,1,600,False,,,,,,90.0
69,88,097EDF0010,decrescente,DF-097,IMP,False,2.0,180.0,,80.0,True,1,600,False,,,,,,90.0
69,24,097EDF0030,crescente,DF-097,IMP,False,9.5,125.0,,24.0,False,1,600,False,,,,,,1425.0
24,69,097EDF0030,decrescente,DF-097,IMP,False,9.5,125.0,,24.0,False,1,600,False,,,,,,1425.0
89,90,100EDF0010,crescente,DF-100,PAV,True,8.5,2364.0,,87.0,True,1,1400,False,,,,,,351.7241379310345
90,89,100EDF0010,decrescente,DF-100,PAV,True,8.5,2364.0,,87.0,True,1,1400,False,,,,,,351.7241379310345
90,91,100EDF0030,crescente,DF-100,PAV,True,0.5,2364.0,,87.0,True,1,1400,False,,,,,,20.689655172413794
91,90,100EDF0030,decrescente,DF-100,PAV,True,0.5,2364.0,,87.0,True,1,1400,False,,,,,,20.689655172413794
91,92,100EDF0050,crescente,DF-100,PAV,True,3.8,2404.0,,87.0,True,1,1400,False,,,,,,157.24137931034483
92,91,100EDF0050,decrescente,DF-100,PAV,True,3.8,2404.0,,87.0,True,1,1400,False,,,,,,157.24137931034483
92,93,100EDF0070,crescente,DF-100,PAV,True,0.2,2449.0,,87.0,True,1,1400,False,,,,,,8.275862068965518
93,92,100EDF0070,decrescente,DF-100,PAV,True,0.2,2449.0,,87.0,True,1,1400,False,,,,,,8.275862068965518
93,94,100EDF0090,crescente,DF-100,PAV,True,3.5,2492.0,,89.0,False,1,1400,False,,,,,,141.57303370786516
94,93,100EDF0090,decrescente,DF-100,PAV,True,3.5,2492.0,,89.0,False,1,1400,False,,,,,,141.57303370786516
94,95,100EDF0110,crescente,DF-100,IMP,False,5.3,311.0,,70.0,True,1,600,False,,,,,,272.57142857142856
95,94,100EDF0110,decrescente,DF-100,IMP,False,5.3,311.0,,70.0,True,1,600,False,,,,,,272.57142857142856
95,96,100EDF0130,crescente,DF-100,IMP,False,0.2,311.0,,,False,1,600,False,,,,,,
96,95,100EDF0130,decrescente,DF-100,IMP,False,0.2,311.0,,,False,1,600,False,,,,,,
96,97,100EDF0150,crescente,DF-100,IMP,False,2.0,374.0,,,False,1,600,False,,,,,,
97,96,100EDF0150,decrescente,DF-100,IMP,False,2.0,374.0,,,False,1,600,False,,,,,,
97,98,100EDF0170,crescente,DF-100,IMP,False,4.1,374.0,,,False,1,600,False,,,,,,
98,97,100EDF0170,decrescente,DF-100,IMP,False,4.1,374.0,,,False,1,600,False,,,,,,
98,99,100EDF0190,crescente,DF-100,IMP,False,3.6,374.0,,,False,1,600,False,,,,,,
99,98,100EDF0190,decrescente,DF-100,IMP,False,3.6,374.0,,,False,1,600,False,,,,,,
99,100,100EDF0210,crescente,DF-100,IMP,False,4.2,407.0,,,False,1,600,False,,,,,,
100,99,100EDF0210,decrescente,DF-100,IMP,False,4.2,407.0,,,False,1,600,False,,,,,,
100,101,100EDF0230,crescente,DF-100,IMP,False,3.4,407.0,,,False,1,600,False,,,,,,
101,100,100EDF0230,decrescente,DF-100,IMP,False,3.4,407.0,,,False,1,600,False,,,,,,
101,102,100EDF0250,crescente,DF-100,IMP,False,10.5,407.0,,,False,1,600,False,,,,,,
102,101,100EDF0250,decrescente,DF-100,IMP,False,10.5,407.0,,,False,1,600,False,,,,,,
102,103,100EDF0270,crescente,DF-100,IMP,False,3.0,282.0,,,False,1,600,False,,,,,,
103,102,100EDF0270,decrescente,DF-100,IMP,False,3.0,282.0,,,False,1,600,False,,,,,,
104,105,105EDF0010,crescente,DF-105,IMP,False,5.9,220.0,,87.0,True,1,600,False,,,,,,244.1379310344828
105,104,105EDF0010,decrescente,DF-105,IMP,False,5.9,220.0,,87.0,True,1,600,False,,,,,,244.1379310344828
106,107,105EDF0050,crescente,DF-105,IMP,False,4.4,220.0,,68.0,True,1,600,False,,,,,,232.94117647058826
107,106,105EDF0050,decrescente,DF-105,IMP,False,4.4,220.0,,68.0,True,1,600,False,,,,,,232.94117647058826
108,109,105EDF0090,crescente,DF-105,IMP,False,0.9,63.0,,70.0,True,1,600,False,,,,,,46.285714285714285
109,108,105EDF0090,decrescente,DF-105,IMP,False,0.9,63.0,,70.0,True,1,600,False,,,,,,46.285714285714285
109,96,105EDF0110,crescente,DF-105,IMP,False,9.1,63.0,,,False,1,600,False,,,,,,
96,109,105EDF0110,decrescente,DF-105,IMP,False,9.1,63.0,,,False,1,600,False,,,,,,
110,111,110EDF0010,crescente,DF-110,IMP,False,5.5,282.0,,60.0,True,1,600,False,,,,,,330.0
111,110,110EDF0010,decrescente,DF-110,IMP,False,5.5,282.0,,60.0,True,1,600,False,,,,,,330.0
111,112,110EDF0030,crescente,DF-110,IMP,False,1.2,282.0,,60.0,True,1,600,False,,,,,,72.0
112,111,110EDF0030,decrescente,DF-110,IMP,False,1.2,282.0,,60.0,True,1,600,False,,,,,,72.0
112,113,110EDF0050,crescente,DF-110,IMP,False,0.9,51.0,,62.0,True,1,600,False,,,,,,52.25806451612903
113,112,110EDF0050,decrescente,DF-110,IMP,False,0.9,51.0,,62.0,True,1,600,False,,,,,,52.25806451612903
113,114,110EDF0070,crescente,DF-110,IMP,False,7.4,51.0,,62.0,True,1,600,False,,,,,,429.6774193548387
114,113,110EDF0070,decrescente,DF-110,IMP,False,7.4,51.0,,62.0,True,1,600,False,,,,,,429.6774193548387
114,115,110EDF0090,crescente,DF-110,IMP,False,0.5,119.0,,62.0,True,1,600,False,,,,,,29.032258064516128
115,114,110EDF0090,decrescente,DF-110,IMP,False,0.5,119.0,,62.0,True,1,600,False,,,,,,29.032258064516128
115,116,110EDF0110,crescente,DF-110,IMP,False,3.0,119.0,,62.0,True,1,600,False,,,,,,174.19354838709677
116,115,110EDF0110,decrescente,DF-110,IMP,False,3.0,119.0,,62.0,True,1,600,False,,,,,,174.19354838709677
117,118,120EDF0010,crescente,DF-120,IMP,False,11.0,234.0,,70.0,True,1,600,False,,,,,,565.7142857142857
118,117,120EDF0010,decrescente,DF-120,IMP,False,11.0,234.0,,70.0,True,1,600,False,,,,,,565.7142857142857
118,119,120EDF0030,crescente,DF-120,PAV,True,2.8,359.0,,,False,1,1400,False,,,,,,
119,118,120EDF0030,decrescente,DF-120,PAV,True,2.8,359.0,,,False,1,1400,False,,,,,,
119,120,120EDF0050,crescente,DF-120,IMP,False,1.0,296.0,,,False,1,600,False,,,,,,
120,119,120EDF0050,decrescente,DF-120,IMP,False,1.0,296.0,,,False,1,600,False,,,,,,
120,121,120EDF0070,crescente,DF-120,IMP,False,2.9,296.0,,,False,1,600,False,,,,,,
121,120,120EDF0070,decrescente,DF-120,IMP,False,2.9,296.0,,,False,1,600,False,,,,,,
122,123,120EDF0110,crescente,DF-120,IMP,False,5.9,144.0,,,False,1,600,False,,,,,,
123,122,120EDF0110,decrescente,DF-120,IMP,False,5.9,144.0,,,False,1,600,False,,,,,,
123,124,120EDF0130,crescente,DF-120,IMP,False,2.1,144.0,,,False,1,600,False,,,,,,
124,123,120EDF0130,decrescente,DF-120,IMP,False,2.1,144.0,,,False,1,600,False,,,,,,
125,126,120EDF0170,crescente,DF-120,IMP,False,15.1,531.0,,,False,1,600,False,,,,,,
126,125,120EDF0170,decrescente,DF-120,IMP,False,15.1,531.0,,,False,1,600,False,,,,,,
127,128,125EDF0010,crescente,DF-125,IMP,False,2.5,179.0,,,False,1,600,False,,,,,,
128,127,125EDF0010,decrescente,DF-125,IMP,False,2.5,179.0,,,False,1,600,False,,,,,,
129,130,125EDF0050,crescente,DF-125,IMP,False,5.12,179.0,,,False,1,600,False,,,,,,
130,129,125EDF0050,decrescente,DF-125,IMP,False,5.12,179.0,,,False,1,600,False,,,,,,
131,132,125EDF0090,crescente,DF-125,IMP,False,2.7,378.0,,80.0,True,1,600,False,,,,,,121.50000000000001
132,131,125EDF0090,decrescente,DF-125,IMP,False,2.7,378.0,,80.0,True,1,600,False,,,,,,121.50000000000001
132,133,125EDF0100,crescente,DF-125,PAV,True,5.2,615.0,,80.0,True,1,1400,False,,,,,,234.0
133,132,125EDF0100,decrescente,DF-125,PAV,True,5.2,615.0,,80.0,True,1,1400,False,,,,,,234.0
134,135,125EDF0120,crescente,DF-125,PAV,True,0.6,124.0,,84.0,True,1,1400,False,,,,,,25.71428571428571
135,134,125EDF0120,decrescente,DF-125,PAV,True,0.6,124.0,,84.0,True,1,1400,False,,,,,,25.71428571428571
135,136,125EDF0130,crescente,DF-125,IMP,False,9.0,124.0,,84.0,True,1,600,False,,,,,,385.71428571428567
136,135,125EDF0130,decrescente,DF-125,IMP,False,9.0,124.0,,84.0,True,1,600,False,,,,,,385.71428571428567
137,138,128EDF0010,crescente,DF-128,PAV,True,3.4,15441.0,70.0,62.0,False,1,1400,True,893.0,0.6378571428571429,356.0,0.2542857142857143,,197.4193548387097
138,137,128EDF0010,decrescente,DF-128,PAV,True,3.4,15441.0,70.0,62.0,False,1,1400,True,349.0,0.24928571428571428,1103.0,0.7878571428571428,,197.4193548387097
138,139,128EDF0030,crescente,DF-128,PAV,True,8.4,9566.0,70.0,64.0,True,1,1400,True,759.0,0.5421428571428571,358.0,0.2557142857142857,,472.5
139,138,128EDF0030,decrescente,DF-128,PAV,True,8.4,9566.0,70.0,64.0,True,1,1400,True,312.0,0.22285714285714286,907.0,0.6478571428571429,,472.5
139,140,128EDF0050,crescente,DF-128,PAV,True,2.0,9907.0,70.0,64.0,True,1,1400,False,,,,,,112.5
140,139,128EDF0050,decrescente,DF-128,PAV,True,2.0,9907.0,70.0,64.0,True,1,1400,False,,,,,,112.5
140,141,128EDF0070,crescente,DF-128,PAV,True,2.5,8209.0,70.0,46.0,False,1,1400,True,708.0,0.5057142857142857,800.0,0.5714285714285714,,195.65217391304347
141,140,128EDF0070,decrescente,DF-128,PAV,True,2.5,8209.0,70.0,46.0,False,1,1400,False,,,,,,195.65217391304347
141,142,128EDF0090,crescente,DF-128,PAV,True,3.0,7817.0,70.0,45.0,False,1,1400,False,,,,,,240.0
142,141,128EDF0090,decrescente,DF-128,PAV,True,3.0,7817.0,70.0,45.0,False,1,1400,False,,,,,,240.0
142,143,128EDF0110,crescente,DF-128,PAV,True,2.5,1235.0,70.0,55.0,True,1,1400,False,,,,,,163.63636363636365
143,142,128EDF0110,decrescente,DF-128,PAV,True,2.5,1235.0,70.0,55.0,True,1,1400,False,,,,,,163.63636363636365
143,144,128EDF0130,crescente,DF-128,PAV,True,2.4,1292.0,70.0,55.0,True,1,1400,False,,,,,,157.09090909090907
144,143,128EDF0130,decrescente,DF-128,PAV,True,2.4,1292.0,70.0,55.0,True,1,1400,False,,,,,,157.09090909090907
144,145,128EDF0150,crescente,DF-128,EOP,False,1.6,450.0,70.0,,False,1,800,False,,,,,,
145,144,128EDF0150,decrescente,DF-128,EOP,False,1.6,450.0,70.0,,False,1,800,False,,,,,,
146,147,130EDF0010,crescente,DF-130,PAV,True,2.5,14608.0,,67.0,True,1,1400,False,,,,,,134.32835820895522
147,146,130EDF0010,decrescente,DF-130,PAV,True,2.5,14608.0,,67.0,True,1,1400,False,,,,,,134.32835820895522
147,148,130EDF0030,crescente,DF-130,PAV,True,6.7,7345.0,,67.0,True,1,1400,False,,,,,,360.0
148,147,130EDF0030,decrescente,DF-130,PAV,True,6.7,7345.0,,67.0,True,1,1400,False,,,,,,360.0
148,149,130EDF0050,crescente,DF-130,PAV,True,6.6,4630.0,,67.0,True,1,1400,False,,,,,,354.6268656716418
149,148,130EDF0050,decrescente,DF-130,PAV,True,6.6,4630.0,,67.0,True,1,1400,True,204.0,0.1457142857142857,150.0,0.10714285714285714,,354.6268656716418
